author,emojis,date
Jefferson,":sob:","Thursday, August 11, 2016"
Bruna,":kissing_heart:","Thursday, August 11, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":relaxed:","Thursday, August 11, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":raised_hands:","Thursday, August 11, 2016"
Bruna,":grimacing:","Thursday, August 11, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:","Thursday, August 11, 2016"
Bruna,":heart:","Thursday, August 11, 2016"
Bruna,":heart:","Thursday, August 11, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":rotating_light:","Thursday, August 11, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":fire:","Thursday, August 11, 2016"
Bruna,":eyes:","Thursday, August 11, 2016"
Bruna,":fire:","Thursday, August 11, 2016"
Bruna,":fire:,:fire:,:fire:","Thursday, August 11, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 11, 2016"
Bruna,":heart:","Friday, August 12, 2016"
Bruna,":heart:","Friday, August 12, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 12, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 12, 2016"
Bruna,":persevere:","Friday, August 12, 2016"
Bruna,":grimacing:","Friday, August 12, 2016"
Bruna,":heart:","Friday, August 12, 2016"
Bruna,":tada:","Friday, August 12, 2016"
Bruna,":kissing_heart:","Friday, August 12, 2016"
Jefferson,":rage:","Friday, August 12, 2016"
Bruna,":relieved:,:leaves:,:leaves:","Friday, August 12, 2016"
Bruna,":heart_eyes:","Friday, August 12, 2016"
Bruna,":sob:","Friday, August 12, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 12, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 12, 2016"
Bruna,":heart:","Saturday, August 13, 2016"
Bruna,":relaxed:","Saturday, August 13, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Saturday, August 13, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Saturday, August 13, 2016"
Bruna,":kissing_heart:","Saturday, August 13, 2016"
Bruna,":heart_eyes:","Saturday, August 13, 2016"
Bruna,":heart_eyes:","Saturday, August 13, 2016"
Bruna,":see_no_evil:","Saturday, August 13, 2016"
Jefferson,":wink:","Saturday, August 13, 2016"
Bruna,":relaxed:","Saturday, August 13, 2016"
Bruna,":scream:","Saturday, August 13, 2016"
Bruna,":see_no_evil:,:see_no_evil:,:see_no_evil:","Saturday, August 13, 2016"
Bruna,":tada:","Saturday, August 13, 2016"
Bruna,":heart_decoration:","Saturday, August 13, 2016"
Bruna,":relaxed:","Saturday, August 13, 2016"
Bruna,":heart:","Sunday, August 14, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 14, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 14, 2016"
Bruna,":grin:","Sunday, August 14, 2016"
Bruna,":pensive:","Sunday, August 14, 2016"
Jefferson,":scream:","Sunday, August 14, 2016"
Bruna,":wink:","Sunday, August 14, 2016"
Bruna,":pensive:","Sunday, August 14, 2016"
Jefferson,":kissing_heart:","Monday, August 15, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, August 15, 2016"
Bruna,":kissing_heart:","Monday, August 15, 2016"
Jefferson,":kissing_heart:,:kissing_heart:","Monday, August 15, 2016"
Bruna,":sob:","Monday, August 15, 2016"
Bruna,":relaxed:","Monday, August 15, 2016"
Jefferson,":sob:","Monday, August 15, 2016"
Jefferson,":grin:","Monday, August 15, 2016"
Bruna,":tada:","Monday, August 15, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:","Monday, August 15, 2016"
Jefferson,":smirk:","Monday, August 15, 2016"
Jefferson,":kissing_heart:","Monday, August 15, 2016"
Bruna,":kissing_heart:","Monday, August 15, 2016"
Bruna,":tada:","Monday, August 15, 2016"
Bruna,":notes:","Monday, August 15, 2016"
Bruna,":tada:,:tada:,:tada:,:tada:","Monday, August 15, 2016"
Jefferson,":scream:","Monday, August 15, 2016"
Bruna,":heart:","Monday, August 15, 2016"
Bruna,":kissing_heart:","Monday, August 15, 2016"
Bruna,":heart_eyes:","Monday, August 15, 2016"
Bruna,":relaxed:","Monday, August 15, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 16, 2016"
Bruna,":tada:,:tada:,:tada:","Tuesday, August 16, 2016"
Bruna,":relaxed:","Tuesday, August 16, 2016"
Bruna,":relaxed:","Tuesday, August 16, 2016"
Jefferson,":sob:,:sob:,:sob:","Tuesday, August 16, 2016"
Bruna,":speak_no_evil:","Tuesday, August 16, 2016"
Jefferson,":rage:","Tuesday, August 16, 2016"
Bruna,":raised_hands:","Tuesday, August 16, 2016"
Bruna,":tada:","Tuesday, August 16, 2016"
Bruna,":heart:,:heart:,:heart:","Tuesday, August 16, 2016"
Bruna,":heart:","Tuesday, August 16, 2016"
Jefferson,":sob:","Tuesday, August 16, 2016"
Bruna,":heart:,:heart:","Tuesday, August 16, 2016"
Bruna,":sob:","Tuesday, August 16, 2016"
Bruna,":heart:","Tuesday, August 16, 2016"
Bruna,":heart_eyes:","Tuesday, August 16, 2016"
Bruna,":relaxed:","Tuesday, August 16, 2016"
Bruna,":heart:","Tuesday, August 16, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 16, 2016"
Bruna,":heart_eyes:","Tuesday, August 16, 2016"
Bruna,":grin:","Wednesday, August 17, 2016"
Bruna,":kissing_heart:","Wednesday, August 17, 2016"
Bruna,":disappointed:","Wednesday, August 17, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:","Wednesday, August 17, 2016"
Bruna,":tada:","Wednesday, August 17, 2016"
Bruna,":flushed:","Wednesday, August 17, 2016"
Bruna,":kissing_heart:","Wednesday, August 17, 2016"
Bruna,":kissing_heart:","Wednesday, August 17, 2016"
Jefferson,":sob:","Wednesday, August 17, 2016"
Bruna,":blush:","Wednesday, August 17, 2016"
Bruna,":heart:","Thursday, August 18, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 18, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 18, 2016"
Bruna,":kissing_heart:","Thursday, August 18, 2016"
Bruna,":relaxed:","Thursday, August 18, 2016"
Jefferson,":tada:,:tada:,:tada:","Thursday, August 18, 2016"
Bruna,":smile:","Thursday, August 18, 2016"
Bruna,":flushed:","Thursday, August 18, 2016"
Bruna,":heart_eyes:","Thursday, August 18, 2016"
Bruna,":sob:","Thursday, August 18, 2016"
Bruna,":heart:","Thursday, August 18, 2016"
Bruna,":tada:","Thursday, August 18, 2016"
Bruna,":sob:","Thursday, August 18, 2016"
Bruna,":relieved:","Thursday, August 18, 2016"
Bruna,":tada:","Thursday, August 18, 2016"
Bruna,":kissing_heart:","Thursday, August 18, 2016"
Bruna,":hearts:","Friday, August 19, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Bruna,":heart_eyes:","Friday, August 19, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Bruna,":tada:","Friday, August 19, 2016"
Bruna,":information_desk_person:","Friday, August 19, 2016"
Bruna,":kiss:","Friday, August 19, 2016"
Bruna,":blush:","Friday, August 19, 2016"
Bruna,":kissing_heart:","Friday, August 19, 2016"
Bruna,":see_no_evil:","Friday, August 19, 2016"
Bruna,":tada:","Friday, August 19, 2016"
Bruna,":relaxed:","Friday, August 19, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 19, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:","Friday, August 19, 2016"
Bruna,":heart_eyes:","Friday, August 19, 2016"
Jefferson,":grin:","Friday, August 19, 2016"
Bruna,":relaxed:","Saturday, August 20, 2016"
Bruna,":tada:","Saturday, August 20, 2016"
Bruna,":tada:,:fire:","Saturday, August 20, 2016"
Jefferson,":cry:","Saturday, August 20, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 21, 2016"
Bruna,":kissing_heart:","Sunday, August 21, 2016"
Bruna,":information_desk_person:","Sunday, August 21, 2016"
Jefferson,":sleeping:","Sunday, August 21, 2016"
Bruna,":kissing_heart:","Sunday, August 21, 2016"
Bruna,":sleeping:","Sunday, August 21, 2016"
Bruna,":zzz:,:zzz:,:zzz:,:zzz:","Sunday, August 21, 2016"
Bruna,":stuck_out_tongue_closed_eyes:","Sunday, August 21, 2016"
Bruna,":speak_no_evil:","Sunday, August 21, 2016"
Bruna,":pensive:","Sunday, August 21, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 21, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 21, 2016"
Bruna,":kissing_heart:","Monday, August 22, 2016"
Bruna,":mask:","Monday, August 22, 2016"
Bruna,":kissing_heart:","Monday, August 22, 2016"
Jefferson,":pensive:","Monday, August 22, 2016"
Jefferson,":relaxed:","Monday, August 22, 2016"
Bruna,":blush:","Monday, August 22, 2016"
Bruna,":tada:","Monday, August 22, 2016"
Bruna,":tada:,:tada:,:tada:","Monday, August 22, 2016"
Bruna,":cry:","Monday, August 22, 2016"
Jefferson,":cry:","Monday, August 22, 2016"
Bruna,":relaxed:","Monday, August 22, 2016"
Bruna,":relaxed:","Monday, August 22, 2016"
Bruna,":kissing_heart:","Monday, August 22, 2016"
Bruna,":eyes:","Monday, August 22, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, August 22, 2016"
Bruna,":tada:","Monday, August 22, 2016"
Bruna,":relaxed:","Monday, August 22, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 23, 2016"
Bruna,":heart:","Tuesday, August 23, 2016"
Jefferson,":pensive:","Tuesday, August 23, 2016"
Jefferson,":disappointed:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:","Tuesday, August 23, 2016"
Jefferson,":disappointed:","Tuesday, August 23, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:","Tuesday, August 23, 2016"
Bruna,":heart:","Tuesday, August 23, 2016"
Bruna,":persevere:","Tuesday, August 23, 2016"
Jefferson,":disappointed:","Tuesday, August 23, 2016"
Jefferson,":kissing_heart:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 23, 2016"
Jefferson,":cry:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 23, 2016"
Bruna,":heart:","Tuesday, August 23, 2016"
Bruna,":heart_eyes:","Tuesday, August 23, 2016"
Bruna,":relieved:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:","Tuesday, August 23, 2016"
Bruna,":heart:","Tuesday, August 23, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 23, 2016"
Bruna,":kissing_heart:","Wednesday, August 24, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Wednesday, August 24, 2016"
Bruna,":heart:","Wednesday, August 24, 2016"
Jefferson,":disappointed:","Wednesday, August 24, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Wednesday, August 24, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Wednesday, August 24, 2016"
Jefferson,":kissing_heart:","Wednesday, August 24, 2016"
Bruna,":tada:","Wednesday, August 24, 2016"
Bruna,":heart_eyes:","Wednesday, August 24, 2016"
Bruna,":relieved:","Wednesday, August 24, 2016"
Bruna,":kissing_heart:","Wednesday, August 24, 2016"
Bruna,":flushed:","Wednesday, August 24, 2016"
Bruna,":flushed:","Wednesday, August 24, 2016"
Bruna,":flushed:","Wednesday, August 24, 2016"
Bruna,":tada:,:tada:,:tada:","Wednesday, August 24, 2016"
Bruna,":relieved:","Wednesday, August 24, 2016"
Bruna,":kissing_heart:","Wednesday, August 24, 2016"
Bruna,":heart_eyes:","Wednesday, August 24, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Wednesday, August 24, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Wednesday, August 24, 2016"
Bruna,":relieved:","Thursday, August 25, 2016"
Bruna,":kissing_heart:","Thursday, August 25, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, August 25, 2016"
Bruna,":sob:","Thursday, August 25, 2016"
Bruna,":sob:","Thursday, August 25, 2016"
Bruna,":relaxed:","Thursday, August 25, 2016"
Bruna,":eyes:","Thursday, August 25, 2016"
Bruna,":kissing_heart:","Thursday, August 25, 2016"
Bruna,":tada:,:tada:,:tada:","Thursday, August 25, 2016"
Bruna,":tada:,:tada:,:tada:","Thursday, August 25, 2016"
Bruna,":tada:","Thursday, August 25, 2016"
Bruna,":kissing_heart:","Thursday, August 25, 2016"
Bruna,":cry:","Friday, August 26, 2016"
Jefferson,":scream:","Friday, August 26, 2016"
Bruna,":heart:","Friday, August 26, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 26, 2016"
Bruna,":heart_eyes:","Friday, August 26, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 26, 2016"
Bruna,":relaxed:","Friday, August 26, 2016"
Bruna,":smiley:","Friday, August 26, 2016"
Bruna,":kissing_heart:","Friday, August 26, 2016"
Jefferson,":kissing_heart:","Friday, August 26, 2016"
Bruna,":heart_eyes:","Friday, August 26, 2016"
Bruna,":sleeping:","Friday, August 26, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:","Friday, August 26, 2016"
Bruna,":heart_eyes:","Friday, August 26, 2016"
Bruna,":sob:","Friday, August 26, 2016"
Bruna,":heart_eyes:","Friday, August 26, 2016"
Bruna,":heart:","Friday, August 26, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, August 26, 2016"
Bruna,":heart_eyes:","Friday, August 26, 2016"
Bruna,":heart:","Friday, August 26, 2016"
Jefferson,":scream:","Friday, August 26, 2016"
Bruna,":kissing_heart:","Friday, August 26, 2016"
Bruna,":kissing_heart:","Saturday, August 27, 2016"
Bruna,":heart_eyes:,:heart_eyes:,:heart_eyes:,:heart_eyes:,:scream:","Saturday, August 27, 2016"
Bruna,":heart_eyes:","Saturday, August 27, 2016"
Bruna,":heart:","Saturday, August 27, 2016"
Bruna,":heart_eyes:","Saturday, August 27, 2016"
Bruna,":information_desk_person:","Saturday, August 27, 2016"
Bruna,":heart:","Saturday, August 27, 2016"
Bruna,":heart_eyes:","Saturday, August 27, 2016"
Bruna,":tada:","Saturday, August 27, 2016"
Bruna,":heart:","Saturday, August 27, 2016"
Bruna,":fire:","Saturday, August 27, 2016"
Bruna,":pensive:","Saturday, August 27, 2016"
Bruna,":sob:","Saturday, August 27, 2016"
Bruna,":sweat_smile:","Saturday, August 27, 2016"
Bruna,":relaxed:,:heart:","Saturday, August 27, 2016"
Bruna,":relaxed:","Saturday, August 27, 2016"
Bruna,":relaxed:","Saturday, August 27, 2016"
Bruna,":relaxed:","Saturday, August 27, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Saturday, August 27, 2016"
Bruna,":heart:","Sunday, August 28, 2016"
Bruna,":relaxed:","Sunday, August 28, 2016"
Bruna,":tada:","Sunday, August 28, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 28, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 28, 2016"
Bruna,":heart_eyes:","Sunday, August 28, 2016"
Jefferson,":grin:","Sunday, August 28, 2016"
Bruna,":sob:,:sob:,:sob:","Sunday, August 28, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, August 28, 2016"
Bruna,":relaxed:","Sunday, August 28, 2016"
Bruna,":relaxed:","Monday, August 29, 2016"
Bruna,":relieved:","Monday, August 29, 2016"
Bruna,":sweat_smile:","Monday, August 29, 2016"
Bruna,":tada:","Monday, August 29, 2016"
Bruna,":kissing_heart:","Monday, August 29, 2016"
Bruna,":scream:","Monday, August 29, 2016"
Bruna,":scream:,:scream:,:scream:","Monday, August 29, 2016"
Bruna,":sob:","Monday, August 29, 2016"
Jefferson,":scream:","Monday, August 29, 2016"
Bruna,":pensive:","Monday, August 29, 2016"
Bruna,":relaxed:","Monday, August 29, 2016"
Jefferson,":smirk:","Monday, August 29, 2016"
Bruna,":wink:","Monday, August 29, 2016"
Bruna,":relaxed:","Monday, August 29, 2016"
Bruna,":sob:","Monday, August 29, 2016"
Jefferson,":sob:","Monday, August 29, 2016"
Bruna,":frowning:","Monday, August 29, 2016"
Bruna,":sob:","Monday, August 29, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, August 29, 2016"
Bruna,":frowning:","Monday, August 29, 2016"
Bruna,":relieved:","Monday, August 29, 2016"
Bruna,":heart:","Monday, August 29, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, August 29, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, August 29, 2016"
Bruna,":relieved:","Tuesday, August 30, 2016"
Bruna,":pensive:","Tuesday, August 30, 2016"
Bruna,":kissing_heart:","Tuesday, August 30, 2016"
Bruna,":relieved:","Tuesday, August 30, 2016"
Bruna,":pensive:","Tuesday, August 30, 2016"
Bruna,":cold_sweat:","Tuesday, August 30, 2016"
Bruna,":heart:","Tuesday, August 30, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 30, 2016"
Jefferson,":disappointed:","Tuesday, August 30, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 30, 2016"
Jefferson,":pensive:","Tuesday, August 30, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Tuesday, August 30, 2016"
Bruna,":pensive:","Tuesday, August 30, 2016"
Bruna,":kissing_heart:","Wednesday, August 31, 2016"
Bruna,":relaxed:","Wednesday, August 31, 2016"
Bruna,":pensive:","Wednesday, August 31, 2016"
Bruna,":wink:","Wednesday, August 31, 2016"
Bruna,":wink:","Wednesday, August 31, 2016"
Bruna,":kissing_heart:","Wednesday, August 31, 2016"
Bruna,":relieved:,:leaves:,:leaves:","Wednesday, August 31, 2016"
Bruna,":tada:","Wednesday, August 31, 2016"
Bruna,":kissing_heart:","Wednesday, August 31, 2016"
Jefferson,":scream:","Wednesday, August 31, 2016"
Bruna,":kissing_heart:","Wednesday, August 31, 2016"
Bruna,":tada:","Wednesday, August 31, 2016"
Jefferson,":persevere:","Wednesday, August 31, 2016"
Bruna,":tada:","Wednesday, August 31, 2016"
Bruna,":heart:","Wednesday, August 31, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 1, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 1, 2016"
Bruna,":heart_eyes:","Thursday, September 1, 2016"
Bruna,":kissing_heart:","Thursday, September 1, 2016"
Bruna,":sob:","Thursday, September 1, 2016"
Bruna,":sob:","Thursday, September 1, 2016"
Bruna,":relaxed:","Thursday, September 1, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 1, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 1, 2016"
Bruna,":tada:","Thursday, September 1, 2016"
Bruna,":tada:","Thursday, September 1, 2016"
Bruna,":heart_eyes:","Thursday, September 1, 2016"
Bruna,":relaxed:","Thursday, September 1, 2016"
Bruna,":heart:","Thursday, September 1, 2016"
Bruna,":pensive:","Friday, September 2, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 2, 2016"
Jefferson,":confounded:","Friday, September 2, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 2, 2016"
Bruna,":heart:","Friday, September 2, 2016"
Bruna,":heart:,:heart:,:heart:","Friday, September 2, 2016"
Bruna,":relaxed:","Friday, September 2, 2016"
Bruna,":kissing_heart:","Friday, September 2, 2016"
Jefferson,":ring:","Friday, September 2, 2016"
Jefferson,":ok_hand:","Friday, September 2, 2016"
Bruna,":heart:","Friday, September 2, 2016"
Bruna,":tada:","Friday, September 2, 2016"
Jefferson,":smile:","Friday, September 2, 2016"
Bruna,":pensive:","Friday, September 2, 2016"
Bruna,":smile:","Friday, September 2, 2016"
Bruna,":sob:","Friday, September 2, 2016"
Bruna,":kissing_heart:","Friday, September 2, 2016"
Jefferson,":wink:","Friday, September 2, 2016"
Bruna,":relaxed:","Saturday, September 3, 2016"
Bruna,":relaxed:","Saturday, September 3, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Saturday, September 3, 2016"
Jefferson,":waning_crescent_moon:,:heart:","Saturday, September 3, 2016"
Bruna,":information_desk_person:","Saturday, September 3, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, September 4, 2016"
Bruna,":relaxed:","Sunday, September 4, 2016"
Jefferson,":sob:","Sunday, September 4, 2016"
Bruna,":wink:","Sunday, September 4, 2016"
Bruna,":heart:","Sunday, September 4, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, September 4, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Sunday, September 4, 2016"
Bruna,":pensive:","Monday, September 5, 2016"
Bruna,":relaxed:","Monday, September 5, 2016"
Bruna,":grin:","Monday, September 5, 2016"
Bruna,":relaxed:","Monday, September 5, 2016"
Bruna,":heart_eyes:","Monday, September 5, 2016"
Bruna,":neutral_face:","Monday, September 5, 2016"
Bruna,":kissing_heart:","Monday, September 5, 2016"
Bruna,":relaxed:","Monday, September 5, 2016"
Bruna,":relaxed:","Monday, September 5, 2016"
Bruna,":sleepy:","Monday, September 5, 2016"
Bruna,":tada:","Monday, September 5, 2016"
Bruna,":speak_no_evil:","Monday, September 5, 2016"
Jefferson,":cry:","Monday, September 5, 2016"
Bruna,":pensive:","Monday, September 5, 2016"
Jefferson,":relaxed:","Monday, September 5, 2016"
Bruna,":heart:","Monday, September 5, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Monday, September 5, 2016"
Bruna,":kissing_heart:","Tuesday, September 6, 2016"
Jefferson,":kissing_heart:","Tuesday, September 6, 2016"
Bruna,":heart:","Tuesday, September 6, 2016"
Bruna,":tada:","Tuesday, September 6, 2016"
Bruna,":heart:","Tuesday, September 6, 2016"
Bruna,":relieved:","Tuesday, September 6, 2016"
Bruna,":relieved:","Tuesday, September 6, 2016"
Jefferson,":wink:","Tuesday, September 6, 2016"
Bruna,":kissing_heart:","Tuesday, September 6, 2016"
Bruna,":heart:","Tuesday, September 6, 2016"
Jefferson,":question:","Tuesday, September 6, 2016"
Bruna,":kissing_heart:","Tuesday, September 6, 2016"
Bruna,":tada:,:tada:,:tada:","Tuesday, September 6, 2016"
Bruna,":sob:","Tuesday, September 6, 2016"
Bruna,":money_with_wings:","Tuesday, September 6, 2016"
Bruna,":pensive:","Wednesday, September 7, 2016"
Jefferson,":question:","Wednesday, September 7, 2016"
Bruna,":pensive:","Wednesday, September 7, 2016"
Jefferson,":sob:","Wednesday, September 7, 2016"
Jefferson,":scream:","Wednesday, September 7, 2016"
Jefferson,":scream:","Wednesday, September 7, 2016"
Bruna,":information_desk_person:","Wednesday, September 7, 2016"
Bruna,":relaxed:","Wednesday, September 7, 2016"
Bruna,":tada:","Wednesday, September 7, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 8, 2016"
Bruna,":heart_eyes:","Thursday, September 8, 2016"
Bruna,":relaxed:","Thursday, September 8, 2016"
Bruna,":kiss:","Thursday, September 8, 2016"
Bruna,":relaxed:","Thursday, September 8, 2016"
Bruna,":relaxed:","Thursday, September 8, 2016"
Bruna,":relieved:","Thursday, September 8, 2016"
Bruna,":tada:","Thursday, September 8, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 8, 2016"
Bruna,":flushed:","Thursday, September 8, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Thursday, September 8, 2016"
Jefferson,":scream:,:sob:,:cry:","Thursday, September 8, 2016"
Bruna,":pensive:","Thursday, September 8, 2016"
Bruna,":information_desk_person:","Thursday, September 8, 2016"
Bruna,":new_moon_with_face:","Friday, September 9, 2016"
Jefferson,":sob:","Friday, September 9, 2016"
Bruna,":kissing_heart:","Friday, September 9, 2016"
Jefferson,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 9, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 9, 2016"
Bruna,":heart:","Friday, September 9, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 9, 2016"
Jefferson,":kissing_heart:","Friday, September 9, 2016"
Bruna,":kissing_heart:,:kissing_heart:,:kissing_heart:","Friday, September 9, 2016"
Jefferson,":question:","Friday, September 9, 2016"
Bruna,":sob:,:sob:","Friday, September 9, 2016"
Bruna,":relaxed:,:relaxed:,:relaxed:","Friday, September 9, 2016"
Bruna,":heart:,:heart:,:heart:","Friday, September 9, 2016"
Bruna,":heart_eyes:","Friday, September 9, 2016"
Bruna,":heart:","Friday, September 9, 2016"
Bruna,":relaxed:","Friday, September 9, 2016"
Bruna,":eyes:","Friday, September 9, 2016"
Bruna,":kissing_heart:","Friday, September 9, 2016"
Jefferson,":kissing_heart:","Saturday, September 10, 2016"
Bruna,":blush:","Saturday, September 10, 2016"
Bruna,":relaxed:","Saturday, September 10, 2016"
Bruna,":relieved:","Saturday, September 10, 2016"
Bruna,":relieved:","Saturday, September 10, 2016"
Jefferson,":disappointed:","Saturday, September 10, 2016"
Bruna,":heart_eyes:","Saturday, September 10, 2016"
Bruna,":heart:,:heart:,:heart:","Saturday, September 10, 2016"
Bruna,":sob:","Saturday, September 10, 2016"
